Notes,Leading Cancer Sites,Leading Cancer Sites Code,States,States Code,Race,Race Code,Year,Year Code,Sex,Sex Code,Count,Population,Crude Rate
,Stomach,21020,Maryland,24,Asian or Pacific Islander,A-PI,2014,2014,Male,M,17,193099,8.8
,Stomach,21020,Maryland,24,Asian or Pacific Islander,A-PI,2015,2015,Male,M,18,198906,9.05
,Stomach,21020,Maryland,24,Black or African American,2054-5,2011,2011,Female,F,64,966379,6.62
,Stomach,21020,Maryland,24,Black or African American,2054-5,2011,2011,Male,M,73,845390,8.64
,Stomach,21020,Maryland,24,Black or African American,2054-5,2012,2012,Female,F,87,975786,8.92
,Stomach,21020,Maryland,24,Black or African American,2054-5,2012,2012,Male,M,79,855191,9.24
,Stomach,21020,Maryland,24,Black or African American,2054-5,2013,2013,Female,F,67,986576,6.79
,Stomach,21020,Maryland,24,Black or African American,2054-5,2013,2013,Male,M,72,864827,8.33
,Stomach,21020,Maryland,24,Black or African American,2054-5,2014,2014,Female,F,77,997688,7.72
,Stomach,21020,Maryland,24,Black or African American,2054-5,2014,2014,Male,M,80,874907,9.14
,Stomach,21020,Maryland,24,Black or African American,2054-5,2015,2015,Female,F,70,1007712,6.95
,Stomach,21020,Maryland,24,Black or African American,2054-5,2015,2015,Male,M,80,884425,9.05
,Stomach,21020,Maryland,24,White,2106-3,2011,2011,Female,F,79,1837204,4.3
,Stomach,21020,Maryland,24,White,2106-3,2011,2011,Male,M,150,1787929,8.39
,Stomach,21020,Maryland,24,White,2106-3,2012,2012,Female,F,94,1842697,5.1
,Stomach,21020,Maryland,24,White,2106-3,2012,2012,Male,M,166,1796490,9.24
,Stomach,21020,Maryland,24,White,2106-3,2013,2013,Female,F,100,1846658,5.42
,Stomach,21020,Maryland,24,White,2106-3,2013,2013,Male,M,166,1801181,9.22
,Stomach,21020,Maryland,24,White,2106-3,2014,2014,Female,F,94,1847953,5.09
,Stomach,21020,Maryland,24,White,2106-3,2014,2014,Male,M,164,1802366,9.1
,Stomach,21020,Maryland,24,White,2106-3,2015,2015,Female,F,93,1845825,5.04
,Stomach,21020,Maryland,24,White,2106-3,2015,2015,Male,M,174,1799656,9.67
,Stomach,21020,Massachusetts,25,Asian or Pacific Islander,A-PI,2013,2013,Female,F,16,225676,7.09
,Stomach,21020,Massachusetts,25,Asian or Pacific Islander,A-PI,2013,2013,Male,M,16,207472,7.71
,Stomach,21020,Massachusetts,25,Asian or Pacific Islander,A-PI,2015,2015,Female,F,19,242741,7.83
,Stomach,21020,Massachusetts,25,Asian or Pacific Islander,A-PI,2015,2015,Male,M,25,222684,11.23
,Stomach,21020,Massachusetts,25,Black or African American,2054-5,2011,2011,Female,F,19,289293,6.57
,Stomach,21020,Massachusetts,25,Black or African American,2054-5,2011,2011,Male,M,23,269246,8.54
,Stomach,21020,Massachusetts,25,Black or African American,2054-5,2012,2012,Male,M,27,277828,9.72
,Stomach,21020,Massachusetts,25,Black or African American,2054-5,2013,2013,Male,M,36,286059,12.58
,Stomach,21020,Massachusetts,25,Black or African American,2054-5,2014,2014,Female,F,26,312214,8.33
,Stomach,21020,Massachusetts,25,Black or African American,2054-5,2014,2014,Male,M,31,294420,10.53
,Stomach,21020,Massachusetts,25,Black or African American,2054-5,2015,2015,Female,F,29,319293,9.08
,Stomach,21020,Massachusetts,25,Black or African American,2054-5,2015,2015,Male,M,31,301845,10.27
,Stomach,21020,Massachusetts,25,White,2106-3,2011,2011,Female,F,166,2895427,5.73
,Stomach,21020,Massachusetts,25,White,2106-3,2011,2011,Male,M,257,2721692,9.44
,Stomach,21020,Massachusetts,25,White,2106-3,2012,2012,Female,F,164,2900048,5.66
,Stomach,21020,Massachusetts,25,White,2106-3,2012,2012,Male,M,255,2730166,9.34
,Stomach,21020,Massachusetts,25,White,2106-3,2013,2013,Female,F,159,2907417,5.47
,Stomach,21020,Massachusetts,25,White,2106-3,2013,2013,Male,M,301,2738121,10.99
,Stomach,21020,Massachusetts,25,White,2106-3,2014,2014,Female,F,172,2911736,5.91
,Stomach,21020,Massachusetts,25,White,2106-3,2014,2014,Male,M,298,2744326,10.86
,Stomach,21020,Massachusetts,25,White,2106-3,2015,2015,Female,F,170,2912695,5.84
,Stomach,21020,Massachusetts,25,White,2106-3,2015,2015,Male,M,238,2746378,8.67
,Stomach,21020,Michigan,26,Asian or Pacific Islander,A-PI,2015,2015,Male,M,16,157010,10.19
,Stomach,21020,Michigan,26,Black or African American,2054-5,2011,2011,Female,F,70,778779,8.99
,Stomach,21020,Michigan,26,Black or African American,2054-5,2011,2011,Male,M,72,705951,10.2
,Stomach,21020,Michigan,26,Black or African American,2054-5,2012,2012,Female,F,56,779558,7.18
,Stomach,21020,Michigan,26,Black or African American,2054-5,2012,2012,Male,M,70,707219,9.9
,Stomach,21020,Michigan,26,Black or African American,2054-5,2013,2013,Female,F,66,778877,8.47
,Stomach,21020,Michigan,26,Black or African American,2054-5,2013,2013,Male,M,70,706966,9.9
,Stomach,21020,Michigan,26,Black or African American,2054-5,2014,2014,Female,F,59,779246,7.57
,Stomach,21020,Michigan,26,Black or African American,2054-5,2014,2014,Male,M,68,708133,9.6
,Stomach,21020,Michigan,26,Black or African American,2054-5,2015,2015,Female,F,58,778758,7.45
,Stomach,21020,Michigan,26,Black or African American,2054-5,2015,2015,Male,M,66,708630,9.31
,Stomach,21020,Michigan,26,White,2106-3,2011,2011,Female,F,195,4066179,4.8
,Stomach,21020,Michigan,26,White,2106-3,2011,2011,Male,M,407,3962975,10.27
,Stomach,21020,Michigan,26,White,2106-3,2012,2012,Female,F,215,4062221,5.29
,Stomach,21020,Michigan,26,White,2106-3,2012,2012,Male,M,417,3964663,10.52
,Stomach,21020,Michigan,26,White,2106-3,2013,2013,Female,F,207,4060474,5.1
,Stomach,21020,Michigan,26,White,2106-3,2013,2013,Male,M,395,3967017,9.96
,Stomach,21020,Michigan,26,White,2106-3,2014,2014,Female,F,161,4059637,3.97
,Stomach,21020,Michigan,26,White,2106-3,2014,2014,Male,M,361,3969993,9.09
,Stomach,21020,Michigan,26,White,2106-3,2015,2015,Female,F,183,4052150,4.52
,Stomach,21020,Michigan,26,White,2106-3,2015,2015,Male,M,372,3967133,9.38
,Stomach,21020,Minnesota,27,White,2106-3,2011,2011,Female,F,98,2368388,4.14
,Stomach,21020,Minnesota,27,White,2106-3,2011,2011,Male,M,188,2331754,8.06
,Stomach,21020,Minnesota,27,White,2106-3,2012,2012,Female,F,105,2373091,4.42
,Stomach,21020,Minnesota,27,White,2106-3,2012,2012,Male,M,212,2338319,9.07
,Stomach,21020,Minnesota,27,White,2106-3,2013,2013,Female,F,98,2380267,4.12
,Stomach,21020,Minnesota,27,White,2106-3,2013,2013,Male,M,207,2346588,8.82
,Stomach,21020,Minnesota,27,White,2106-3,2014,2014,Female,F,107,2385249,4.49
,Stomach,21020,Minnesota,27,White,2106-3,2014,2014,Male,M,213,2353405,9.05
,Stomach,21020,Minnesota,27,White,2106-3,2015,2015,Female,F,97,2388010,4.06
,Stomach,21020,Minnesota,27,White,2106-3,2015,2015,Male,M,208,2358237,8.82
,Stomach,21020,Mississippi,28,Black or African American,2054-5,2011,2011,Female,F,41,593581,6.91
,Stomach,21020,Mississippi,28,Black or African American,2054-5,2011,2011,Male,M,67,529761,12.65
,Stomach,21020,Mississippi,28,Black or African American,2054-5,2012,2012,Female,F,38,595921,6.38
,Stomach,21020,Mississippi,28,Black or African American,2054-5,2012,2012,Male,M,63,532120,11.84
,Stomach,21020,Mississippi,28,Black or African American,2054-5,2013,2013,Female,F,36,598988,6.01
,Stomach,21020,Mississippi,28,Black or African American,2054-5,2013,2013,Male,M,64,534845,11.97
,Stomach,21020,Mississippi,28,Black or African American,2054-5,2014,2014,Female,F,48,601629,7.98
,Stomach,21020,Mississippi,28,Black or African American,2054-5,2014,2014,Male,M,56,536498,10.44
,Stomach,21020,Mississippi,28,Black or African American,2054-5,2015,2015,Female,F,44,603804,7.29
,Stomach,21020,Mississippi,28,Black or African American,2054-5,2015,2015,Male,M,45,536351,8.39
,Stomach,21020,Mississippi,28,White,2106-3,2011,2011,Female,F,44,911933,4.82
,Stomach,21020,Mississippi,28,White,2106-3,2011,2011,Male,M,77,893664,8.62
,Stomach,21020,Mississippi,28,White,2106-3,2012,2012,Female,F,57,912670,6.25
,Stomach,21020,Mississippi,28,White,2106-3,2012,2012,Male,M,84,894079,9.4
,Stomach,21020,Mississippi,28,White,2106-3,2013,2013,Female,F,37,911308,4.06
,Stomach,21020,Mississippi,28,White,2106-3,2013,2013,Male,M,75,893623,8.39
,Stomach,21020,Mississippi,28,White,2106-3,2014,2014,Female,F,54,910109,5.93
,Stomach,21020,Mississippi,28,White,2106-3,2014,2014,Male,M,85,891204,9.54
,Stomach,21020,Mississippi,28,White,2106-3,2015,2015,Female,F,47,907581,5.18
,Stomach,21020,Mississippi,28,White,2106-3,2015,2015,Male,M,72,887579,8.11
,Stomach,21020,Missouri,29,Black or African American,2054-5,2011,2011,Female,F,23,387827,5.93
,Stomach,21020,Missouri,29,Black or African American,2054-5,2011,2011,Male,M,40,352670,11.34
,Stomach,21020,Missouri,29,Black or African American,2054-5,2012,2012,Female,F,24,390070,6.15
,Stomach,21020,Missouri,29,Black or African American,2054-5,2012,2012,Male,M,38,354987,10.7
,Stomach,21020,Missouri,29,Black or African American,2054-5,2013,2013,Female,F,25,392706,6.37
,Stomach,21020,Missouri,29,Black or African American,2054-5,2013,2013,Male,M,34,358081,9.5
,Stomach,21020,Missouri,29,Black or African American,2054-5,2014,2014,Female,F,24,395095,6.07
,Stomach,21020,Missouri,29,Black or African American,2054-5,2014,2014,Male,M,32,360764,8.87
,Stomach,21020,Missouri,29,Black or African American,2054-5,2015,2015,Female,F,20,397309,5.03
,Stomach,21020,Missouri,29,Black or African American,2054-5,2015,2015,Male,M,35,363272,9.63
,Stomach,21020,Missouri,29,White,2106-3,2011,2011,Female,F,103,2593488,3.97
,Stomach,21020,Missouri,29,White,2106-3,2011,2011,Male,M,199,2515108,7.91
,Stomach,21020,Missouri,29,White,2106-3,2012,2012,Female,F,103,2595527,3.97
,Stomach,21020,Missouri,29,White,2106-3,2012,2012,Male,M,184,2518395,7.31
,Stomach,21020,Missouri,29,White,2106-3,2013,2013,Female,F,101,2597739,3.89
,Stomach,21020,Missouri,29,White,2106-3,2013,2013,Male,M,216,2523155,8.56
,Stomach,21020,Missouri,29,White,2106-3,2014,2014,Female,F,95,2600842,3.65
,Stomach,21020,Missouri,29,White,2106-3,2014,2014,Male,M,238,2527614,9.42
,Stomach,21020,Missouri,29,White,2106-3,2015,2015,Female,F,107,2602871,4.11
,Stomach,21020,Missouri,29,White,2106-3,2015,2015,Male,M,195,2531335,7.7
,Stomach,21020,Montana,30,White,2106-3,2011,2011,Female,F,22,453230,4.85
,Stomach,21020,Montana,30,White,2106-3,2011,2011,Male,M,32,457421,7
,Stomach,21020,Montana,30,White,2106-3,2012,2012,Female,F,30,455462,6.59
,Stomach,21020,Montana,30,White,2106-3,2012,2012,Male,M,37,460269,8.04
,Stomach,21020,Montana,30,White,2106-3,2013,2013,Female,F,19,458909,4.14
,Stomach,21020,Montana,30,White,2106-3,2013,2013,Male,M,33,464257,7.11
,Stomach,21020,Montana,30,White,2106-3,2014,2014,Female,F,22,462088,4.76
,Stomach,21020,Montana,30,White,2106-3,2014,2014,Male,M,31,467831,6.63
,Stomach,21020,Montana,30,White,2106-3,2015,2015,Male,M,34,472078,7.2
,Stomach,21020,Nebraska,31,White,2106-3,2011,2011,Female,F,30,844692,3.55
,Stomach,21020,Nebraska,31,White,2106-3,2011,2011,Male,M,78,831760,9.38
,Stomach,21020,Nebraska,31,White,2106-3,2012,2012,Female,F,20,848494,2.36
,Stomach,21020,Nebraska,31,White,2106-3,2012,2012,Male,M,56,836667,6.69
,Stomach,21020,Nebraska,31,White,2106-3,2013,2013,Female,F,23,851697,2.7
,Stomach,21020,Nebraska,31,White,2106-3,2013,2013,Male,M,65,841504,7.72
,Stomach,21020,Nebraska,31,White,2106-3,2014,2014,Female,F,32,854740,3.74
,Stomach,21020,Nebraska,31,White,2106-3,2014,2014,Male,M,65,845344,7.69
,Stomach,21020,Nebraska,31,White,2106-3,2015,2015,Female,F,38,857956,4.43
,Stomach,21020,Nebraska,31,White,2106-3,2015,2015,Male,M,69,849640,8.12
,Stomach,21020,Nevada,32,White,2106-3,2011,2011,Female,F,47,1057440,4.44
,Stomach,21020,Nevada,32,White,2106-3,2011,2011,Male,M,77,1098829,7.01
,Stomach,21020,Nevada,32,White,2106-3,2012,2012,Female,F,45,1065704,4.22
,Stomach,21020,Nevada,32,White,2106-3,2012,2012,Male,M,83,1105923,7.51
,Stomach,21020,Nevada,32,White,2106-3,2013,2013,Female,F,57,1074613,5.3
,Stomach,21020,Nevada,32,White,2106-3,2013,2013,Male,M,76,1113354,6.83
,Stomach,21020,Nevada,32,White,2106-3,2014,2014,Female,F,52,1087751,4.78
,Stomach,21020,Nevada,32,White,2106-3,2014,2014,Male,M,81,1125552,7.2
,Stomach,21020,Nevada,32,White,2106-3,2015,2015,Female,F,34,1101429,3.09
,Stomach,21020,Nevada,32,White,2106-3,2015,2015,Male,M,67,1137786,5.89
,Stomach,21020,New Hampshire,33,White,2106-3,2011,2011,Female,F,30,638883,4.7
,Stomach,21020,New Hampshire,33,White,2106-3,2011,2011,Male,M,50,621225,8.05
,Stomach,21020,New Hampshire,33,White,2106-3,2012,2012,Female,F,28,639033,4.38
,Stomach,21020,New Hampshire,33,White,2106-3,2012,2012,Male,M,52,621667,8.36
,Stomach,21020,New Hampshire,33,White,2106-3,2013,2013,Female,F,32,638368,5.01
,Stomach,21020,New Hampshire,33,White,2106-3,2013,2013,Male,M,54,621679,8.69
,Stomach,21020,New Hampshire,33,White,2106-3,2014,2014,Female,F,31,639742,4.85
,Stomach,21020,New Hampshire,33,White,2106-3,2014,2014,Male,M,48,624435,7.69
,Stomach,21020,New Hampshire,33,White,2106-3,2015,2015,Female,F,28,639006,4.38
,Stomach,21020,New Hampshire,33,White,2106-3,2015,2015,Male,M,56,624642,8.97
,Stomach,21020,New Jersey,34,Asian or Pacific Islander,A-PI,2011,2011,Female,F,26,414258,6.28
,Stomach,21020,New Jersey,34,Asian or Pacific Islander,A-PI,2011,2011,Male,M,38,393893,9.65
,Stomach,21020,New Jersey,34,Asian or Pacific Islander,A-PI,2012,2012,Female,F,20,426196,4.69
,Stomach,21020,New Jersey,34,Asian or Pacific Islander,A-PI,2012,2012,Male,M,32,405499,7.89
,Stomach,21020,New Jersey,34,Asian or Pacific Islander,A-PI,2013,2013,Female,F,26,437252,5.95
,Stomach,21020,New Jersey,34,Asian or Pacific Islander,A-PI,2013,2013,Male,M,51,416152,12.26
,Stomach,21020,New Jersey,34,Asian or Pacific Islander,A-PI,2014,2014,Female,F,37,448769,8.24
,Stomach,21020,New Jersey,34,Asian or Pacific Islander,A-PI,2014,2014,Male,M,41,426137,9.62
,Stomach,21020,New Jersey,34,Asian or Pacific Islander,A-PI,2015,2015,Female,F,36,459759,7.83
,Stomach,21020,New Jersey,34,Asian or Pacific Islander,A-PI,2015,2015,Male,M,40,435185,9.19
,Stomach,21020,New Jersey,34,Black or African American,2054-5,2011,2011,Female,F,57,711313,8.01
,Stomach,21020,New Jersey,34,Black or African American,2054-5,2011,2011,Male,M,48,635689,7.55
,Stomach,21020,New Jersey,34,Black or African American,2054-5,2012,2012,Female,F,53,716552,7.4
,Stomach,21020,New Jersey,34,Black or African American,2054-5,2012,2012,Male,M,66,641840,10.28
,Stomach,21020,New Jersey,34,Black or African American,2054-5,2013,2013,Female,F,58,721692,8.04
,Stomach,21020,New Jersey,34,Black or African American,2054-5,2013,2013,Male,M,63,648255,9.72
,Stomach,21020,New Jersey,34,Black or African American,2054-5,2014,2014,Female,F,57,727326,7.84
,Stomach,21020,New Jersey,34,Black or African American,2054-5,2014,2014,Male,M,61,655651,9.3
,Stomach,21020,New Jersey,34,Black or African American,2054-5,2015,2015,Female,F,55,731428,7.52
,Stomach,21020,New Jersey,34,Black or African American,2054-5,2015,2015,Male,M,85,660972,12.86
,Stomach,21020,New Jersey,34,White,2106-3,2011,2011,Female,F,233,3379019,6.9
,Stomach,21020,New Jersey,34,White,2106-3,2011,2011,Male,M,382,3247777,11.76
,Stomach,21020,New Jersey,34,White,2106-3,2012,2012,Female,F,252,3375357,7.47
,Stomach,21020,New Jersey,34,White,2106-3,2012,2012,Male,M,382,3247522,11.76
,Stomach,21020,New Jersey,34,White,2106-3,2013,2013,Female,F,232,3369571,6.89
,Stomach,21020,New Jersey,34,White,2106-3,2013,2013,Male,M,349,3245359,10.75
,Stomach,21020,New Jersey,34,White,2106-3,2014,2014,Female,F,239,3363298,7.11
,Stomach,21020,New Jersey,34,White,2106-3,2014,2014,Male,M,404,3242246,12.46
,Stomach,21020,New Jersey,34,White,2106-3,2015,2015,Female,F,240,3352504,7.16
,Stomach,21020,New Jersey,34,White,2106-3,2015,2015,Male,M,387,3233012,11.97
,Stomach,21020,New Mexico,35,White,2106-3,2011,2011,Female,F,41,886896,4.62
,Stomach,21020,New Mexico,35,White,2106-3,2011,2011,Male,M,75,867646,8.64
,Stomach,21020,New Mexico,35,White,2106-3,2012,2012,Female,F,68,886795,7.67
,Stomach,21020,New Mexico,35,White,2106-3,2012,2012,Male,M,86,869586,9.89
,Stomach,21020,New Mexico,35,White,2106-3,2013,2013,Female,F,55,884946,6.22
,Stomach,21020,New Mexico,35,White,2106-3,2013,2013,Male,M,62,868145,7.14
,Stomach,21020,New Mexico,35,White,2106-3,2014,2014,Female,F,46,881751,5.22
,Stomach,21020,New Mexico,35,White,2106-3,2014,2014,Male,M,96,865615,11.09
,Stomach,21020,New Mexico,35,White,2106-3,2015,2015,Female,F,56,879323,6.37
,Stomach,21020,New Mexico,35,White,2106-3,2015,2015,Male,M,74,862741,8.58
,Stomach,21020,New York,36,Asian or Pacific Islander,A-PI,2011,2011,Female,F,74,839631,8.81
,Stomach,21020,New York,36,Asian or Pacific Islander,A-PI,2011,2011,Male,M,144,778179,18.5
,Stomach,21020,New York,36,Asian or Pacific Islander,A-PI,2012,2012,Female,F,89,864022,10.3
,Stomach,21020,New York,36,Asian or Pacific Islander,A-PI,2012,2012,Male,M,126,798864,15.77
,Stomach,21020,New York,36,Asian or Pacific Islander,A-PI,2013,2013,Female,F,91,888462,10.24
,Stomach,21020,New York,36,Asian or Pacific Islander,A-PI,2013,2013,Male,M,172,818690,21.01
,Stomach,21020,New York,36,Asian or Pacific Islander,A-PI,2014,2014,Female,F,96,914906,10.49
,Stomach,21020,New York,36,Asian or Pacific Islander,A-PI,2014,2014,Male,M,160,840779,19.03
,Stomach,21020,New York,36,Asian or Pacific Islander,A-PI,2015,2015,Female,F,97,940667,10.31
,Stomach,21020,New York,36,Asian or Pacific Islander,A-PI,2015,2015,Male,M,157,862373,18.21
,Stomach,21020,New York,36,Black or African American,2054-5,2011,2011,Female,F,186,1910292,9.74
,Stomach,21020,New York,36,Black or African American,2054-5,2011,2011,Male,M,189,1655217,11.42
,Stomach,21020,New York,36,Black or African American,2054-5,2012,2012,Female,F,174,1920951,9.06
,Stomach,21020,New York,36,Black or African American,2054-5,2012,2012,Male,M,209,1670047,12.51
,Stomach,21020,New York,36,Black or African American,2054-5,2013,2013,Female,F,176,1932425,9.11
,Stomach,21020,New York,36,Black or African American,2054-5,2013,2013,Male,M,201,1685178,11.93
,Stomach,21020,New York,36,Black or African American,2054-5,2014,2014,Female,F,166,1940437,8.55
,Stomach,21020,New York,36,Black or African American,2054-5,2014,2014,Male,M,205,1695636,12.09
,Stomach,21020,New York,36,Black or African American,2054-5,2015,2015,Female,F,185,1947355,9.5
,Stomach,21020,New York,36,Black or African American,2054-5,2015,2015,Male,M,214,1706255,12.54
,Stomach,21020,New York,36,White,2106-3,2011,2011,Female,F,515,7206439,7.15
,Stomach,21020,New York,36,White,2106-3,2011,2011,Male,M,795,6912651,11.5
,Stomach,21020,New York,36,White,2106-3,2012,2012,Female,F,513,7205461,7.12
,Stomach,21020,New York,36,White,2106-3,2012,2012,Male,M,814,6923622,11.76
,Stomach,21020,New York,36,White,2106-3,2013,2013,Female,F,551,7200357,7.65
,Stomach,21020,New York,36,White,2106-3,2013,2013,Male,M,870,6926846,12.56
,Stomach,21020,New York,36,White,2106-3,2014,2014,Female,F,462,7185397,6.43
,Stomach,21020,New York,36,White,2106-3,2014,2014,Male,M,847,6918664,12.24
,Stomach,21020,New York,36,White,2106-3,2015,2015,Female,F,515,7163200,7.19
,Stomach,21020,New York,36,White,2106-3,2015,2015,Male,M,782,6903191,11.33
,Stomach,21020,New York,36,Other Races and Unknown combined,2131-1,2013,2013,Male,M,18,Not Applicable,Not Applicable
,Stomach,21020,New York,36,Other Races and Unknown combined,2131-1,2015,2015,Male,M,20,Not Applicable,Not Applicable
,Stomach,21020,North Carolina,37,Black or African American,2054-5,2011,2011,Female,F,103,1160660,8.87
,Stomach,21020,North Carolina,37,Black or African American,2054-5,2011,2011,Male,M,109,1026321,10.62
,Stomach,21020,North Carolina,37,Black or African American,2054-5,2012,2012,Female,F,94,1176839,7.99
,Stomach,21020,North Carolina,37,Black or African American,2054-5,2012,2012,Male,M,104,1040000,10
,Stomach,21020,North Carolina,37,Black or African American,2054-5,2013,2013,Female,F,100,1193289,8.38
,Stomach,21020,North Carolina,37,Black or African American,2054-5,2013,2013,Male,M,127,1054717,12.04
,Stomach,21020,North Carolina,37,Black or African American,2054-5,2014,2014,Female,F,89,1209213,7.36
,Stomach,21020,North Carolina,37,Black or African American,2054-5,2014,2014,Male,M,85,1067934,7.96
,Stomach,21020,North Carolina,37,Black or African American,2054-5,2015,2015,Female,F,83,1223841,6.78
,Stomach,21020,North Carolina,37,Black or African American,2054-5,2015,2015,Male,M,111,1081055,10.27
,Stomach,21020,North Carolina,37,White,2106-3,2011,2011,Female,F,164,3580002,4.58
,Stomach,21020,North Carolina,37,White,2106-3,2011,2011,Male,M,308,3468880,8.88
,Stomach,21020,North Carolina,37,White,2106-3,2012,2012,Female,F,197,3605933,5.46
,Stomach,21020,North Carolina,37,White,2106-3,2012,2012,Male,M,260,3492616,7.44
,Stomach,21020,North Carolina,37,White,2106-3,2013,2013,Female,F,177,3630880,4.87
,Stomach,21020,North Carolina,37,White,2106-3,2013,2013,Male,M,283,3515304,8.05
,Stomach,21020,North Carolina,37,White,2106-3,2014,2014,Female,F,185,3657014,5.06
,Stomach,21020,North Carolina,37,White,2106-3,2014,2014,Male,M,296,3536293,8.37
,Stomach,21020,North Carolina,37,White,2106-3,2015,2015,Female,F,181,3685763,4.91
,Stomach,21020,North Carolina,37,White,2106-3,2015,2015,Male,M,305,3564320,8.56
,Stomach,21020,North Dakota,38,White,2106-3,2011,2011,Female,F,22,308515,7.13
,Stomach,21020,North Dakota,38,White,2106-3,2011,2011,Male,M,28,316430,8.85
,Stomach,21020,North Dakota,38,White,2106-3,2012,2012,Male,M,26,324354,8.02
,Stomach,21020,North Dakota,38,White,2106-3,2013,2013,Male,M,30,334201,8.98
,Stomach,21020,North Dakota,38,White,2106-3,2014,2014,Male,M,31,340965,9.09
,Stomach,21020,North Dakota,38,White,2106-3,2015,2015,Male,M,27,347178,7.78
,Stomach,21020,Ohio,39,Black or African American,2054-5,2011,2011,Female,F,57,795624,7.16
,Stomach,21020,Ohio,39,Black or African American,2054-5,2011,2011,Male,M,76,728071,10.44
,Stomach,21020,Ohio,39,Black or African American,2054-5,2012,2012,Female,F,58,800251,7.25
,Stomach,21020,Ohio,39,Black or African American,2054-5,2012,2012,Male,M,88,734228,11.99
,Stomach,21020,Ohio,39,Black or African American,2054-5,2013,2013,Female,F,62,807443,7.68
,Stomach,21020,Ohio,39,Black or African American,2054-5,2013,2013,Male,M,87,741977,11.73
,Stomach,21020,Ohio,39,Black or African American,2054-5,2014,2014,Female,F,70,814868,8.59
,Stomach,21020,Ohio,39,Black or African American,2054-5,2014,2014,Male,M,58,750275,7.73
,Stomach,21020,Ohio,39,Black or African American,2054-5,2015,2015,Female,F,56,821671,6.82
,Stomach,21020,Ohio,39,Black or African American,2054-5,2015,2015,Male,M,80,757982,10.55
,Stomach,21020,Ohio,39,White,2106-3,2011,2011,Female,F,225,4970587,4.53
,Stomach,21020,Ohio,39,White,2106-3,2011,2011,Male,M,464,4782547,9.7
,Stomach,21020,Ohio,39,White,2106-3,2012,2012,Female,F,253,4959973,5.1
,Stomach,21020,Ohio,39,White,2106-3,2012,2012,Male,M,472,4779306,9.88
,Stomach,21020,Ohio,39,White,2106-3,2013,2013,Female,F,265,4952980,5.35
,Stomach,21020,Ohio,39,White,2106-3,2013,2013,Male,M,514,4779640,10.75
,Stomach,21020,Ohio,39,White,2106-3,2014,2014,Female,F,268,4948261,5.42
,Stomach,21020,Ohio,39,White,2106-3,2014,2014,Male,M,464,4780065,9.71
,Stomach,21020,Ohio,39,White,2106-3,2015,2015,Female,F,242,4938644,4.9
,Stomach,21020,Ohio,39,White,2106-3,2015,2015,Male,M,459,4774166,9.61
,Stomach,21020,Oklahoma,40,American Indian or Alaska Native,1002-5,2013,2013,Male,M,18,200189,8.99
,Stomach,21020,Oklahoma,40,American Indian or Alaska Native,1002-5,2014,2014,Male,M,16,202488,7.9
,Stomach,21020,Oklahoma,40,American Indian or Alaska Native,1002-5,2015,2015,Male,M,18,204412,8.81
,Stomach,21020,Oklahoma,40,Black or African American,2054-5,2011,2011,Male,M,18,161702,11.13
,Stomach,21020,Oklahoma,40,Black or African American,2054-5,2014,2014,Male,M,17,169571,10.03
,Stomach,21020,Oklahoma,40,White,2106-3,2011,2011,Female,F,53,1507187,3.52
,Stomach,21020,Oklahoma,40,White,2106-3,2011,2011,Male,M,112,1476903,7.58
,Stomach,21020,Oklahoma,40,White,2106-3,2012,2012,Female,F,40,1515163,2.64
,Stomach,21020,Oklahoma,40,White,2106-3,2012,2012,Male,M,111,1486812,7.47
,Stomach,21020,Oklahoma,40,White,2106-3,2013,2013,Female,F,62,1524623,4.07
,Stomach,21020,Oklahoma,40,White,2106-3,2013,2013,Male,M,104,1497107,6.95
,Stomach,21020,Oklahoma,40,White,2106-3,2014,2014,Female,F,61,1530369,3.99
,Stomach,21020,Oklahoma,40,White,2106-3,2014,2014,Male,M,158,1503032,10.51
,Stomach,21020,Oklahoma,40,White,2106-3,2015,2015,Female,F,78,1538024,5.07
,Stomach,21020,Oklahoma,40,White,2106-3,2015,2015,Male,M,94,1510957,6.22
,Stomach,21020,Oregon,41,White,2106-3,2011,2011,Female,F,76,1769147,4.3
,Stomach,21020,Oregon,41,White,2106-3,2011,2011,Male,M,152,1733015,8.77
,Stomach,21020,Oregon,41,White,2106-3,2012,2012,Female,F,77,1779153,4.33
,Stomach,21020,Oregon,41,White,2106-3,2012,2012,Male,M,145,1744269,8.31
,Stomach,21020,Oregon,41,White,2106-3,2013,2013,Female,F,85,1788415,4.75
,Stomach,21020,Oregon,41,White,2106-3,2013,2013,Male,M,175,1752664,9.98
,Stomach,21020,Oregon,41,White,2106-3,2014,2014,Female,F,82,1803229,4.55
,Stomach,21020,Oregon,41,White,2106-3,2014,2014,Male,M,143,1767819,8.09
,Stomach,21020,Oregon,41,White,2106-3,2015,2015,Female,F,70,1824329,3.84
,Stomach,21020,Oregon,41,White,2106-3,2015,2015,Male,M,163,1788958,9.11
,Stomach,21020,Pennsylvania,42,Asian or Pacific Islander,A-PI,2013,2013,Male,M,16,207241,7.72
,Stomach,21020,Pennsylvania,42,Asian or Pacific Islander,A-PI,2014,2014,Female,F,24,230633,10.41
,Stomach,21020,Pennsylvania,42,Asian or Pacific Islander,A-PI,2014,2014,Male,M,24,214502,11.19
